,fund_symbol,quote_type,region,fund_short_name,fund_long_name,currency,fund_category,fund_family,exchange_code,exchange_name,exchange_timezone,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,category_return_5years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,category_return_2015,category_return_2014,category_return_2013,category_return_2012,category_return_2011,category_return_2010,category_return_2009,category_return_2008,category_return_2007,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
2265,MLPR,ETF,US,BlackRock Total Factor Fund - C,BlackRock Total Factor Fund Investor C Shares,USD,,BlackRock,PCX,NYSEArca,America/New_York,747,350.0,30671500.0,34.018,32.607,17.68,0.44311,39.9,-9.2961,-0.23298,22.22,8.3839,0.37731,0.0156,2020-06-02,0.3856,,,0.005,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""United States Treasury Bills"": 0.1085, TSTXX (""BlackRock Liquidity T-Fund Instl""): 0.0551, DPW. DE (""Deutsche Post AG""): 0.0112, V (""Visa Inc Class A""): 0.0105, SNPS (""Synopsys Inc""): 0.0091, INTU (""Intuit Inc""): 0.009, CDNS (""Cadence Design Systems Inc""): 0.0083",0.3023,2021-04-30,0.362,0.075,0.0654,-0.001,0.3046,0.032,0.353,0.0905,0.0864,0.0496,0.0926,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
2266,MVRL,ETF,US,BlackRock Total Factor Fund - I,BlackRock Total Factor Fund Institutional Shares,USD,,BlackRock,PCX,NYSEArca,America/New_York,1019,1380.0,43308600.0,46.968,46.997,15.03,0.28412,52.9,-9.5245,-0.18005,37.87,5.5055,0.14538,0.0156,2020-06-02,0.3856,,,0.005,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""United States Treasury Bills"": 0.1085, TSTXX (""BlackRock Liquidity T-Fund Instl""): 0.0551, DPW. DE (""Deutsche Post AG""): 0.0112, V (""Visa Inc Class A""): 0.0105, SNPS (""Synopsys Inc""): 0.0091, INTU (""Intuit Inc""): 0.009, CDNS (""Cadence Design Systems Inc""): 0.0083",0.3023,2021-02-28,0.0813,0.075,0.1318,-0.001,0.1772,0.032,0.353,0.0905,0.0864,0.0496,0.0926,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
2267,MXI,ETF,US,BlackRock Total Factor Fund - C,BlackRock Total Factor Fund Class K,USD,Natural Resources,BlackRock,PCX,NYSEArca,America/New_York,69450,37370.0,1017577792.0,88.492,90.431,20.18,0.20378,99.03,-11.99,-0.12107,78.85,8.19,0.10387,0.0187,2006-09-12,0.04,Value,Large,0.0045,0.0048,0.9962,0.0,0.9335,0.0,0.0551,0.0,0.0001,0.0,0.0,0.0113,0.0,0.0,0.0,2.42,10.72,23.56,1.83,"""United States Treasury Bills"": 0.1085, TSTXX (""BlackRock Liquidity T-Fund Instl""): 0.0551, DPW. DE (""Deutsche Post AG""): 0.0112, V (""Visa Inc Class A""): 0.0105, SNPS (""Synopsys Inc""): 0.0091, INTU (""Intuit Inc""): 0.009, CDNS (""Cadence Design Systems Inc""): 0.0083",0.3164,2021-06-30,0.1301,0.2041,-0.0364,0.0047,0.0603,0.0546,0.4804,0.2279,0.1343,-0.0154,0.032,9.0,5.0,0.22154,0.22058,-0.15798,0.29551,-0.19133,-0.07991,0.00419,0.09456,-0.2115,0.2078,0.60487,-0.46215,0.32767,-2.14,1.12,1.23,88.78,21.26,0.63,10.82
2268,NRGD,ETF,US,BlackRock Science & Technology ,BlackRock Technology Opportunities Fund Service Shares,USD,,BlackRock,PCX,NYSEArca,America/New_York,1231507,1421570.0,19298624.0,7.897,13.806,62.45,0.90639,68.9,-60.63,-0.87997,6.45,1.82,0.28217,0.0156,2019-04-09,0.3856,Value,Large,0.0095,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,12.77,22.04,1.31,"AAPL (""Apple Inc""): 0.04, MSFT (""Microsoft Corp""): 0.0387, 035720. KS (""Kakao Corp""): 0.0285, GOOGL (""Alphabet Inc Class A""): 0.0244, MRVL (""Marvell Technology Inc""): 0.0234, TSLA (""Tesla Inc""): 0.0214, ASML (""ASML Holding NV""): 0.0213, AMZN (""Amazon.com Inc""): 0.0212, LRCX (""Lam Research Corp""): 0.0212, PYPL (""PayPal Holdings Inc""): 0.0195",1.0,2021-03-31,-0.6854,0.075,-0.106,-0.001,-0.6854,0.032,-0.9826,0.0905,0.0864,0.0496,0.0926,0.0,1.0,-0.83428,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
2269,NRGU,ETF,US,BMO Small Cap Value Fund Class ,BMO Small-Cap Value Fund Class R6,USD,,BMO Funds,PCX,NYSEArca,America/New_York,414036,478290.0,459934176.0,180.003,149.498,165.62,0.75207,220.22,-67.44,-0.30624,54.6,98.18,1.79817,0.0156,2019-04-09,0.3856,Value,Large,0.0095,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,12.6,22.04,1.33,"MGNXX (""BMO Government Money Market Premier""): 0.024, SF (""Stifel Financial Corp""): 0.0141, EME (""EMCOR Group Inc""): 0.0131, CATY (""Cathay General Bancorp""): 0.011, CCS (""Century Communities Inc""): 0.0108, TGNA (""Tegna Inc""): 0.0108, DAN (""Dana Inc""): 0.0104, STAG (""Stag Industrial Inc""): 0.0104, TROX (""Tronox Holdings PLC""): 0.0104, AMKR (""Amkor Technology Inc""): 0.0103",1.0,2021-04-30,1.1529,0.075,-0.0182,-0.001,0.9953,0.032,0.4763,0.0905,0.0864,0.0496,0.0926,0.0,1.0,-0.93673,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
2270,NYF,ETF,US,Baird SmallCap Value Fd Inst Cl,Baird SmallCap Value Fund Institutional Class,USD,Muni New York Intermediate,Baird,PCX,NYSEArca,America/New_York,19988,20680.0,533787072.0,57.814,58.119,1.46,0.02483,58.8,-0.8198,-0.01394,57.34,0.6402,0.01117,0.0192,2007-10-04,0.05,,,0.0025,0.0025,0.0,0.991,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"FGUXX (""First American Government Obligs U""): 0.0456, JCOM (""J2 Global Inc""): 0.044, AY. L (""Atlantica Sustainable Infrastructure PLC""): 0.0394, MBIN (""Merchants Bancorp""): 0.0314, AX (""Axos Financial Inc""): 0.0273, IMMR (""Immersion Corp""): 0.0252, PFBC (""Preferred Bank""): 0.0251, SIMO (""Silicon Motion Technology Corp ADR""): 0.0249, ARKO (""ARKO Corp Ordinary Shares - Class A""): 0.0244, CRNC (""Cerence Inc Ordinary Shares""): 0.0238",0.0645,2021-06-30,0.0113,0.0353,0.0032,-0.0048,0.0179,-0.0044,0.0357,0.0523,0.044,0.0523,0.0415,11.0,2.0,0.0418,0.06742,0.00569,0.04374,0.03232,0.08626,-0.02622,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.38,0.92,0.36,97.96,3.74,0.85,3.44
2271,PICK,ETF,US,Baird SmallCap Value Fd Inv Cl,Baird SmallCap Value Fund Investor Class,USD,,Baird,BTS,BATS,America/New_York,306434,229650.0,1175769728.0,41.979,44.351,17.04,0.32525,52.39,-11.77,-0.22466,35.35,5.27,0.14908,0.0183,2012-01-31,0.11,Value,Large,0.0039,0.0046,0.9943,0.0,0.9759,0.0,0.0002,0.0,0.0,0.0025,0.0,0.0213,0.0,0.0001,0.0,1.94,7.9,16.35,1.25,"FGUXX (""First American Government Obligs U""): 0.0456, JCOM (""J2 Global Inc""): 0.044, AY. L (""Atlantica Sustainable Infrastructure PLC""): 0.0394, MBIN (""Merchants Bancorp""): 0.0314, AX (""Axos Financial Inc""): 0.0273, IMMR (""Immersion Corp""): 0.0252, PFBC (""Preferred Bank""): 0.0251, SIMO (""Silicon Motion Technology Corp ADR""): 0.0249, ARKO (""ARKO Corp Ordinary Shares - Class A""): 0.0244, CRNC (""Cerence Inc Ordinary Shares""): 0.0238",0.4962,2021-04-30,0.2431,0.075,0.0873,-0.001,0.2544,0.032,1.212,0.0905,0.1489,0.0496,0.0926,4.0,4.0,0.26974,0.1648,-0.18509,0.3714,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-1.68,1.44,1.51,74.7,29.95,0.56,9.27
2272,REET,ETF,US,Boston Trust Asset Management F,Boston Trust Asset Management Fund,USD,Real Estate,Boston Trust Walden Funds,PCX,NYSEArca,America/New_York,574358,770240.0,3249966080.0,28.9,27.871,6.95,0.23244,29.9,-1.0,-0.03344,22.95,5.95,0.25926,0.0234,2014-07-08,0.06,Blend,Medium,0.0014,0.0037,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.79,19.62,30.32,9.67,"""United States Treasury Notes 2.75%"": 0.0638, MSFT (""Microsoft Corp""): 0.0604, AAPL (""Apple Inc""): 0.0598, GOOG (""Alphabet Inc Class C""): 0.0424, ""United States Treasury Notes 1.62%"": 0.0331, ACN (""Accenture PLC Class A""): 0.0306, V (""Visa Inc Class A""): 0.0252, ADP (""Automatic Data Processing Inc""): 0.0247, NKE (""Nike Inc Class B""): 0.0244, COST (""Costco Wholesale Corp""): 0.0243",0.2562,2021-06-30,0.1781,0.1294,0.0139,-0.0143,0.0963,0.0015,0.363,0.1951,0.0725,0.1281,0.1473,4.0,2.0,-0.1059,0.23891,-0.04894,0.07577,0.00523,0.27778,0.01873,0.19833,0.0591,0.30811,0.24802,-0.43154,-0.11403,-5.54,0.96,0.77,71.47,20.53,0.39,6.22
2273,REM,ETF,US,,Bitcoin Strategy ProFund Investor Class,USD,Real Estate,ProFunds,BTS,BATS,America/New_York,410822,612650.0,1565561216.0,37.189,36.466,8.56,0.2182,39.23,-3.7,-0.09432,30.67,4.86,0.15846,0.06,2007-05-01,0.3,Value,Small,0.0048,0.0037,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.9878,0.0,0.0,1.09,6.41,5.12,1.65,,0.6681,2021-06-30,0.2029,0.1294,0.019,-0.0143,0.069,0.0015,0.601,0.1951,0.0377,0.1281,0.1473,7.0,6.0,-0.20752,0.21349,-0.02953,0.18569,0.00523,0.27778,0.01873,0.19833,0.0591,0.30811,0.24802,-0.43154,-0.11403,-11.57,1.72,1.15,64.89,38.38,0.33,1.48
2274,REML,ETF,US,Boston Trust Equity Fund,Boston Trust Equity Fund,USD,,Boston Trust Walden Funds,PCX,NYSEArca,America/New_York,423814,593840.0,234940576.0,7.084,7.021,2.972,0.36556,8.13,-1.75,-0.21525,5.158,1.222,0.23691,0.1157,2016-07-13,0.3856,,,0.005,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"MSFT (""Microsoft Corp""): 0.0747, AAPL (""Apple Inc""): 0.0727, GOOG (""Alphabet Inc Class C""): 0.0665, ACN (""Accenture PLC Class A""): 0.0373, V (""Visa Inc Class A""): 0.0331, COST (""Costco Wholesale Corp""): 0.029, UNP (""Union Pacific Corp""): 0.025, UNH (""UnitedHealth Group Inc""): 0.0243, JPM (""JPMorgan Chase & Co""): 0.0236, NKE (""Nike Inc Class B""): 0.0234",0.3023,2021-04-30,0.3631,0.075,0.0864,-0.001,0.4208,0.032,1.8344,0.0905,-0.198,0.0496,0.0926,2.0,2.0,-0.72161,0.38882,-0.09559,0.3673,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-20.65,2.78,2.47,60.88,66.23,0.43,-7.45
2275,REZ,ETF,US,Brown Advisory Tax-Exempt Bond ,Brown Advisory Tax Exempt Bond Fund Institutional Shares,USD,Real Estate,Brown Advisory Funds,PCX,NYSEArca,America/New_York,147782,157760.0,666235392.0,90.282,84.257,28.99,0.30778,94.19,-2.86,-0.03036,65.2,26.13001,0.40077,0.0253,2007-05-01,0.07,Blend,Medium,0.0048,0.0037,0.9956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.92,21.78,45.41,10.03,"FGZXX (""First American Government Obligs Z""): 0.0471, ""MAIN STR NAT GAS INC GA GAS SUPPLY REV 0.9%"": 0.0237, ""NEW YORK ST TWY AUTH GEN REV 5%"": 0.0209, ""MAIN STR NAT GAS INC GA GAS SUPPLY REV 0.82%"": 0.0203, ""TENNESSEE ENERGY ACQUISITION CORP GAS REV 4%"": 0.0191, ""LOVE FIELD ARPT MODERNIZATION CORP TEX SPL FACS REV 5%"": 0.0185, ""TOBACCO SETTLEMENT FING CORP RHODE IS 5%"": 0.0184, ""NEW YORK N Y 4%"": 0.0163, ""TEXAS MUN GAS ACQUISITION & SUPPLY CORP II GAS SUPPLY REV 0.99%"": 0.016, ""VERMONT ST STUDENT ASSISTANCE CORP ED LN REV 1.11%"": 0.016",0.587,2021-06-30,0.2427,0.1294,0.0396,-0.0143,0.1322,0.0015,0.4296,0.1951,0.1327,0.1281,0.1473,10.0,3.0,-0.06691,0.24487,0.04095,0.03828,0.00523,0.27778,0.01873,0.19833,0.0591,0.30811,0.24802,-0.43154,-0.11403,2.59,0.77,1.22,48.54,19.84,0.67,15.69
2276,RXI,ETF,US,BlackRock Technology Opportunit,BlackRock Technology Opportunities Fund Class K,USD,Consumer Cyclical,BlackRock,PCX,NYSEArca,America/New_York,8793,9570.0,462655392.0,176.572,169.63,37.56,0.19997,187.83,-13.796,-0.07345,150.27,23.76399,0.15814,0.0068,2006-09-12,0.34,Growth,Large,0.0046,0.0045,0.9986,0.0,0.0,0.0094,0.9169,0.0372,0.0,0.0,0.0083,0.0012,0.0,0.027,0.0,3.73,13.47,26.95,1.92,"AAPL (""Apple Inc""): 0.04, MSFT (""Microsoft Corp""): 0.0387, 035720. KS (""Kakao Corp""): 0.0285, GOOGL (""Alphabet Inc Class A""): 0.0244, MRVL (""Marvell Technology Inc""): 0.0234, TSLA (""Tesla Inc""): 0.0214, ASML (""ASML Holding NV""): 0.0213, AMZN (""Amazon.com Inc""): 0.0212, LRCX (""Lam Research Corp""): 0.0212, PYPL (""PayPal Holdings Inc""): 0.0195",0.4514,2021-06-30,0.1065,-0.0065,0.0204,-0.0232,0.0556,-0.0349,0.4528,-0.0367,0.1559,0.0331,0.1271,10.0,4.0,0.23888,0.27017,-0.06199,0.22613,0.00646,0.05748,0.39301,0.22049,0.00709,0.29909,0.4642,-0.39004,-0.10166,-0.27,1.12,1.4,94.61,20.75,0.74,12.82
2277,SCJ,ETF,US,BTS Tactical Fixed Income Fund ,BTS Tactical Fixed Income Fund Class A,USD,Japan Stock,BTS,PCX,NYSEArca,America/New_York,11471,9620.0,71845280.0,79.658,80.911,13.87,0.15851,87.5,-11.09,-0.12674,73.63,2.78001,0.03776,0.0074,2007-12-20,0.1,Blend,Medium,0.0051,0.004,0.9953,0.0,0.0902,0.0277,0.1576,0.0687,0.0045,0.0673,0.0729,0.2501,0.1125,0.1294,0.019,1.1,8.19,16.42,0.71,"HYG (""iShares iBoxx $ High Yield Corp Bd ETF""): 0.3682, JNK (""SPDR© Blmbg Barclays High Yield Bd ETF""): 0.2633, HYLB (""Xtrackers USD High Yield Corp Bd ETF""): 0.2059, FIGXX (""Fidelity© Inv MM Fds Government I""): 0.0625, HYD (""VanEck Vectors High Yield Muni ETF""): 0.0529, SJNK (""SPDR© Blmbg BarclaysST HY Bd ETF""): 0.0482, TTTXX (""BlackRock Liquidity Treasury Instl""): 0, DGCXX (""Dreyfus Government Cash Mgmt Instl""): 0, GOIXX (""Federated Hermes Govt Obl IS""): 0, FGTXX (""Goldman Sachs FS Government Instl""): 0",0.0513,2021-06-30,0.0185,-0.0236,0.005,0.0336,-0.013,0.0474,0.2089,-0.0218,0.0322,0.0611,0.0949,9.0,4.0,0.06275,0.19039,-0.16358,0.30922,0.12074,0.00396,0.30105,0.0781,-0.10249,0.15736,0.04876,-0.2455,-0.04813,-3.28,0.68,0.36,57.14,15.8,0.19,2.71
2278,SIZE,ETF,US,BTS Tactical Fixed Income Fund ,BTS Tactical Fixed Income Fund Class C,USD,Large Blend,BTS,PCX,NYSEArca,America/New_York,22919,9770.0,853857216.0,133.899,128.604,31.1,0.2231,139.4,-8.42,-0.0604,108.3,22.67999,0.20942,0.0119,2013-04-16,0.29,Blend,Medium,0.0015,0.0036,0.9963,0.0,0.0353,0.0611,0.1106,0.0577,0.0279,0.1294,0.1403,0.1237,0.0642,0.1997,0.05,3.48,15.74,23.56,2.26,"HYG (""iShares iBoxx $ High Yield Corp Bd ETF""): 0.3682, JNK (""SPDR© Blmbg Barclays High Yield Bd ETF""): 0.2633, HYLB (""Xtrackers USD High Yield Corp Bd ETF""): 0.2059, FIGXX (""Fidelity© Inv MM Fds Government I""): 0.0625, HYD (""VanEck Vectors High Yield Muni ETF""): 0.0529, SJNK (""SPDR© Blmbg BarclaysST HY Bd ETF""): 0.0482, TTTXX (""BlackRock Liquidity Treasury Instl""): 0, DGCXX (""Dreyfus Government Cash Mgmt Instl""): 0, GOIXX (""Federated Hermes Govt Obl IS""): 0, FGTXX (""Goldman Sachs FS Government Instl""): 0",0.0238,2021-06-30,0.171,0.075,0.0162,-0.0025,0.0809,0.032,0.4986,0.1345,0.1734,0.1014,0.1576,6.0,1.0,0.16303,0.29063,-0.06506,0.18876,-0.00632,0.11786,0.31437,0.14212,0.01683,0.17791,0.32264,-0.38047,0.04402,-2.58,1.12,1.55,94.21,21.47,0.8,14.49
2279,SLV,ETF,US,BTS Tactical Fixed Income Fund ,BTS Tactical Fixed Income Fund Class I,USD,,BTS,PCX,NYSEArca,America/New_York,26079761,26858080.0,14374981632.0,21.787,23.301,8.15,0.29128,27.98,-7.13,-0.25482,19.83,1.02,0.05144,0.0156,2006-04-21,0.3856,,,0.005,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"HYG (""iShares iBoxx $ High Yield Corp Bd ETF""): 0.3682, JNK (""SPDR© Blmbg Barclays High Yield Bd ETF""): 0.2633, HYLB (""Xtrackers USD High Yield Corp Bd ETF""): 0.2059, FIGXX (""Fidelity© Inv MM Fds Government I""): 0.0625, HYD (""VanEck Vectors High Yield Muni ETF""): 0.0529, SJNK (""SPDR© Blmbg BarclaysST HY Bd ETF""): 0.0482, TTTXX (""BlackRock Liquidity Treasury Instl""): 0, DGCXX (""Dreyfus Government Cash Mgmt Instl""): 0, GOIXX (""Federated Hermes Govt Obl IS""): 0, FGTXX (""Goldman Sachs FS Government Instl""): 0",1.0,2021-06-30,-0.0142,0.075,-0.0649,-0.001,0.067,0.032,0.4239,0.0905,0.1693,0.0496,0.0926,8.0,6.0,0.46049,0.16106,-0.08764,0.03333,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,15.08,1.18,1.73,28.18,34.11,0.57,13.01
2280,SMIN,ETF,US,BTS Tactical Fixed Income Fund ,BTS Tactical Fixed Income Fund Class R,USD,India Equity,BTS,BTS,BATS,America/New_York,72844,94530.0,320260992.0,61.292,55.058,24.77,0.38673,64.05,-4.67,-0.07291,39.28,20.1,0.51171,0.0009,2012-02-08,0.32,Growth,Medium,0.0081,0.0084,0.9979,0.0,0.1674,0.0498,0.1252,0.0366,0.006,0.1639,0.104,0.1608,0.0314,0.1056,0.0492,3.33,14.06,26.3,2.3,"HYG (""iShares iBoxx $ High Yield Corp Bd ETF""): 0.3682, JNK (""SPDR© Blmbg Barclays High Yield Bd ETF""): 0.2633, HYLB (""Xtrackers USD High Yield Corp Bd ETF""): 0.2059, FIGXX (""Fidelity© Inv MM Fds Government I""): 0.0625, HYD (""VanEck Vectors High Yield Muni ETF""): 0.0529, SJNK (""SPDR© Blmbg BarclaysST HY Bd ETF""): 0.0482, TTTXX (""BlackRock Liquidity Treasury Instl""): 0, DGCXX (""Dreyfus Government Cash Mgmt Instl""): 0, GOIXX (""Federated Hermes Govt Obl IS""): 0, FGTXX (""Goldman Sachs FS Government Instl""): 0",0.1413,2021-06-30,0.2902,0.094,0.0389,0.0163,0.1138,0.0335,0.8715,0.0902,0.1034,0.1272,0.03,4.0,4.0,0.19066,-0.05171,-0.2543,0.61778,-0.05753,0.34307,-0.11538,0.28487,-0.42854,0.19555,0.96477,-0.65619,0.7204,3.48,1.1,1.25,37.58,31.7,0.43,7.86
2281,SMLF,ETF,US,Northern Funds U.S.Treasury Ind,Northern U.S. Treasury Index Fund,USD,Small Blend,Northern Funds,PCX,NYSEArca,America/New_York,44226,40180.0,1000101120.0,56.564,54.46,15.881,0.26431,60.085,-5.595,-0.09312,44.204,10.286,0.23269,0.0106,2015-04-28,0.48,Blend,Small,0.003,0.004,0.9963,0.0,0.0397,0.0276,0.1742,0.0255,0.0405,0.117,0.2073,0.1536,0.0356,0.179,0.0,2.46,8.77,15.36,1.09,"""United States Treasury Notes 0.88%"": 0.0104, ""United States Treasury Notes 1.38%"": 0.0092, ""United States Treasury Notes 0.62%"": 0.0091, ""United States Treasury Notes 1.12%"": 0.0078, ""United States Treasury Notes 1.62%"": 0.0077, ""United States Treasury Notes 0.5%"": 0.0076, ""United States Treasury Notes 0.12%"": 0.0075, ""United States Treasury Notes 3.12%"": 0.0075, ""United States Treasury Notes 0.38%"": 0.0074",0.0959,2021-06-30,0.2026,0.0665,0.013,-0.0412,0.0476,-0.0226,0.5562,0.0371,0.1095,0.0458,0.1214,4.0,1.0,0.08244,0.21829,-0.08169,0.12061,-0.05447,0.05858,0.41802,0.16905,-0.0393,0.32925,0.32673,-0.40663,-0.04847,-8.79,1.17,1.09,86.72,23.22,0.51,8.26
2282,SMMD,ETF,US,DWS Equity 500 Index Fund - Cla,DWS Equity 500 Index Fund - Class S,USD,,DWS,BTS,BATS,America/New_York,26514,36710.0,307516480.0,66.929,65.255,16.045,0.22675,70.76,-7.2,-0.10175,54.715,8.845,0.16166,0.0112,2017-07-06,0.16,Blend,Small,0.0015,0.0046,0.9961,0.0,0.0466,0.0311,0.1457,0.0377,0.0285,0.1403,0.1382,0.1622,0.0867,0.1599,0.0231,2.73,12.48,21.86,1.77,"AAPL (""Apple Inc""): 0.0538, MSFT (""Microsoft Corp""): 0.0515, AMZN (""Amazon.com Inc""): 0.0377, FB (""Facebook Inc A""): 0.0216, GOOGL (""Alphabet Inc A""): 0.0194, GOOG (""Alphabet Inc Class C""): 0.019, BRK. B (""Berkshire Hathaway Inc Class B""): 0.0151, ESM21 (""E-mini S&P 500 Future June 21""): 0.0139, JPM (""JPMorgan Chase & Co""): 0.0137, TSLA (""Tesla Inc""): 0.0131",0.0311,2021-05-31,0.1541,0.075,0.0012,-0.001,0.0552,0.032,0.602,0.0905,0.1507,0.0496,0.0926,2.0,1.0,0.20192,0.27703,-0.09992,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-5.36,1.24,1.43,88.47,24.46,0.65,11.1
2283,SUB,ETF,US,Belmont Theta Income Fund Insti,Belmont Theta Income Fund Institutional Class,USD,Muni National Short,Belmont Capital Group,PCX,NYSEArca,America/New_York,305238,382550.0,5082960896.0,107.44,107.725,1.04,0.00961,108.26,-0.89,-0.00822,107.22,0.15,0.0014,0.0102,2008-11-05,0.18,,,0.0007,0.0023,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""United States Treasury Bills 0%"": 0.076, ""Option on S&P 500 Index Jun21"": 0.0011",0.0387,2021-06-30,0.0011,0.008,0.0009,-0.0026,0.0021,-0.0013,0.0098,0.0076,0.0226,0.0097,0.0089,11.0,1.0,0.02269,0.03085,0.01567,0.00897,0.00694,0.00702,0.00498,0.00837,0.02257,0.01128,0.0435,0.04122,0.08189,-0.26,0.31,0.18,78.42,1.41,0.67,3.02
2284,SVAL,ETF,US,DWS Equity 500 Index Fund - Cla,DWS Equity 500 Index Fund - Class Inst,USD,Small Value,DWS,BTS,BATS,America/New_York,60614,40320.0,121394968.0,31.621,30.912,9.886,0.29417,33.606,-2.676,-0.07963,23.72,7.21,0.30396,0.0156,2020-10-27,0.3856,Value,Small,0.002,0.0035,0.9979,0.0,0.0572,0.0045,0.1333,0.0132,0.0381,0.4259,0.0141,0.2009,0.0407,0.0534,0.0186,1.44,7.46,13.47,1.02,"AAPL (""Apple Inc""): 0.0538, MSFT (""Microsoft Corp""): 0.0515, AMZN (""Amazon.com Inc""): 0.0377, FB (""Facebook Inc A""): 0.0216, GOOGL (""Alphabet Inc A""): 0.0194, GOOG (""Alphabet Inc Class C""): 0.019, BRK. B (""Berkshire Hathaway Inc Class B""): 0.0151, ESM21 (""E-mini S&P 500 Future June 21""): 0.0139, JPM (""JPMorgan Chase & Co""): 0.0137, TSLA (""Tesla Inc""): 0.0131",0.0882,2021-06-30,0.2601,0.1188,-0.0412,-0.0328,0.0095,-0.0132,0.353,0.085,0.0864,0.0496,0.1252,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.07817,0.05709,0.3919,0.19569,-0.04368,0.25897,0.34941,-0.37823,-0.08066,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
